sweep,filename,rpot_ohm,n_maxima,rpot_source,nominal_rpot_ohm,n_branches,n_slopes,unresolved_pct,cluster_pct,mean_T_us,median_T_us,mean_vs_median_pct,mean_ln_abs_fprime,lambda_map_per_s,lambda_map_err_per_s,lambda_map_err_stat,lambda_map_err_width,map_r2_within_branch,lambda_rosenstein_per_s,lambda_rosenstein_err_per_s,rosenstein_fit_r2,rosenstein_status,status
back,trace1.csv,2.7,1428,divider sidecar (R0=992 ohm),,0,0,,,349.9741,350.0,-0.01,,,,,,,3.37,0.68,0.0094,ok,map spread 0.078 V below --min-spread
back,trace2.csv,36.61,1426,divider sidecar (R0=992 ohm),,0,0,,,350.5782,351.0,-0.12,,,,,,,2.06,0.84,0.0041,ok,map spread 0.070 V below --min-spread
back,trace3.csv,66.62,1424,divider sidecar (R0=992 ohm),,0,0,,,351.0991,351.0,0.03,,,,,,,1.03,1.03,0.0012,ok,map spread 0.046 V below --min-spread
back,trace4.csv,101.13,1421,divider sidecar (R0=992 ohm),,0,0,,,351.7042,352.0,-0.08,,,,,,,3.75,1.12,0.016,ok,map spread 0.045 V below --min-spread
back,trace5.csv,133.37,1419,divider sidecar (R0=992 ohm),,0,0,,,352.2898,352.0,0.08,,,,,,,3.45,0.62,0.0147,ok,map spread 0.048 V below --min-spread
back,trace6.csv,170.61,1416,divider sidecar (R0=992 ohm),,0,0,,,353.0141,353.0,0.0,,,,,,,3.18,0.84,0.0106,ok,map spread 0.058 V below --min-spread
back,trace7.csv,200.96,1414,divider sidecar (R0=992 ohm),,0,0,,,353.644,354.0,-0.1,,,,,,,-1.02,1.39,0.0014,ok,map spread 0.063 V below --min-spread
back,trace8.csv,229.25,1411,divider sidecar (R0=992 ohm),,0,0,,,354.2043,354.0,0.06,,,,,,,4.08,0.78,0.0225,ok,map spread 0.072 V below --min-spread
back,trace9.csv,250.51,1410,divider sidecar (R0=992 ohm),,0,0,,,354.6728,355.0,-0.09,,,,,,,2.68,0.67,0.0094,ok,map spread 0.073 V below --min-spread
back,trace10.csv,277.79,1407,divider sidecar (R0=992 ohm),,0,0,,,355.3826,355.0,0.11,,,,,,,1.92,1.47,0.0076,ok,map spread 0.073 V below --min-spread
back,trace11.csv,319.46,1403,divider sidecar (R0=992 ohm),,0,0,,,356.4358,357.0,-0.16,,,,,,,3.88,0.92,0.0288,ok,map spread 0.055 V below --min-spread
back,trace12.csv,356.14,1399,divider sidecar (R0=992 ohm),,0,0,,,357.4657,357.0,0.13,,,,,,,2.87,0.97,0.0206,ok,map spread 0.049 V below --min-spread
back,trace13.csv,395.55,1394,divider sidecar (R0=992 ohm),,0,0,,,358.7107,358.01,0.2,,,,,,,4.22,1.17,0.0439,ok,map spread 0.058 V below --min-spread
back,trace14.csv,433.91,1388,divider sidecar (R0=992 ohm),,0,0,,,360.0894,360.0,0.02,,,,,,,3.4,0.88,0.0307,ok,map spread 0.065 V below --min-spread
back,trace15.csv,453.15,1386,divider sidecar (R0=992 ohm),,0,0,,,360.8043,361.0,-0.05,,,,,,,-0.02,1.15,0.0,ok,map spread 0.075 V below --min-spread
back,trace16.csv,469.73,1383,divider sidecar (R0=992 ohm),,0,0,,,361.4978,361.0,0.14,,,,,,,-1.83,1.0,0.0109,ok,map spread 0.063 V below --min-spread
back,trace17.csv,485.59,1380,divider sidecar (R0=992 ohm),,0,0,,,362.2574,362.0,0.07,,,,,,,2.13,1.09,0.0204,ok,map spread 0.058 V below --min-spread
back,trace18.csv,500.52,1377,divider sidecar (R0=992 ohm),,0,0,,,363.0392,363.0,0.01,,,,,,,4.42,0.68,0.0668,ok,map spread 0.054 V below --min-spread
back,trace19.csv,515.68,1374,divider sidecar (R0=992 ohm),,0,0,,,363.8485,364.0,-0.04,,,,,,,2.59,0.94,0.0344,ok,map spread 0.053 V below --min-spread
back,trace20.csv,533.05,1370,divider sidecar (R0=992 ohm),,0,0,,,364.9116,365.0,-0.02,,,,,,,1.17,0.58,0.0083,ok,map spread 0.047 V below --min-spread
back,trace21.csv,546.45,1367,divider sidecar (R0=992 ohm),,0,0,,,365.795,366.0,-0.06,,,,,,,-0.08,0.63,0.0,ok,map spread 0.049 V below --min-spread
back,trace22.csv,559.73,1363,divider sidecar (R0=992 ohm),,0,0,,,366.7651,367.0,-0.06,,,,,,,2.53,1.31,0.023,ok,map spread 0.058 V below --min-spread
back,trace23.csv,566.43,1361,divider sidecar (R0=992 ohm),,0,0,,,367.2912,367.0,0.08,,,,,,,0.13,0.3,0.0001,ok,map spread 0.059 V below --min-spread
back,trace24.csv,574.95,1359,divider sidecar (R0=992 ohm),,0,0,,,367.9757,368.0,-0.01,,,,,,,1.19,0.59,0.0053,ok,map spread 0.071 V below --min-spread
back,trace25.csv,582.47,1356,divider sidecar (R0=992 ohm),,0,0,,,368.6598,369.0,-0.09,,,,,,,3.69,0.81,0.053,ok,map spread 0.068 V below --min-spread
back,trace26.csv,591.79,1353,divider sidecar (R0=992 ohm),,0,0,,,369.5148,370.0,-0.13,,,,,,,0.71,1.06,0.002,ok,map spread 0.073 V below --min-spread
back,trace27.csv,600.22,1349,divider sidecar (R0=992 ohm),,0,0,,,370.4889,370.99,-0.14,,,,,,,13.02,2.21,0.4727,ok,map spread 0.078 V below --min-spread
back,trace28.csv,609.11,1346,divider sidecar (R0=992 ohm),,0,0,,,371.4952,371.99,-0.13,,,,,,,0.93,1.07,0.0041,ok,map spread 0.061 V below --min-spread
back,trace29.csv,619.81,1340,divider sidecar (R0=992 ohm),,0,0,,,372.9485,373.0,-0.01,,,,,,,3.83,2.45,0.0702,ok,map spread 0.053 V below --min-spread
back,trace30.csv,628.02,1336,divider sidecar (R0=992 ohm),,0,0,,,374.0764,374.0,0.02,,,,,,,5.41,1.12,0.1387,ok,map spread 0.056 V below --min-spread
back,trace31.csv,636.37,1332,divider sidecar (R0=992 ohm),,0,0,,,375.3396,375.0,0.09,,,,,,,3.55,1.28,0.0817,ok,map spread 0.060 V below --min-spread
back,trace32.csv,646.74,1326,divider sidecar (R0=992 ohm),,0,0,,,377.1223,377.0,0.03,,,,,,,2.62,0.57,0.034,ok,map spread 0.070 V below --min-spread
back,trace33.csv,654.04,1320,divider sidecar (R0=992 ohm),,0,0,,,378.7134,379.0,-0.08,,,,,,,2.66,1.16,0.0434,ok,map spread 0.076 V below --min-spread
back,trace34.csv,661.28,1313,divider sidecar (R0=992 ohm),,0,0,,,380.6494,381.0,-0.09,,,,,,,7.08,1.07,0.2003,ok,map spread 0.064 V below --min-spread
back,trace35.csv,675.01,1296,divider sidecar (R0=992 ohm),,0,0,,,385.8571,386.0,-0.04,,,,,,,20.04,3.44,0.6769,ok,map spread 0.071 V below --min-spread
back,trace36.csv,685.44,1412,divider sidecar (R0=992 ohm),,1,1411,0.0,0.0,353.9766,351.0,0.84,0.57594,1627.06,44.71,44.61,1.92,0.9986,1055.02,12.57,0.9977,ok,ok
back,trace37.csv,689.91,1414,divider sidecar (R0=992 ohm),,1,1413,0.1,0.0,353.6044,352.0,0.45,0.47465,1342.31,61.88,59.45,17.09,0.9989,892.15,39.66,0.9954,ok,ok
back,trace38.csv,696.36,1410,divider sidecar (R0=992 ohm),,1,1409,0.3,0.0,354.4081,353.99,0.12,0.53736,1516.22,51.62,51.24,5.97,0.9987,906.73,20.78,0.9936,ok,ok
back,trace39.csv,700.8,1412,divider sidecar (R0=992 ohm),,1,1411,0.0,0.0,354.0255,354.0,0.01,0.4794,1354.13,57.05,51.35,24.81,0.999,797.19,13.34,0.9926,ok,ok
back,trace40.csv,703.89,1414,divider sidecar (R0=992 ohm),,1,1413,0.2,0.0,353.5244,353.0,0.15,0.38254,1082.07,65.49,65.36,3.87,0.9992,714.78,11.83,0.9915,ok,ok
back,trace41.csv,706.59,1418,divider sidecar (R0=992 ohm),,1,1417,0.1,0.0,352.5095,351.99,0.15,0.20689,586.9,91.68,74.96,52.79,0.9995,570.22,19.26,0.9939,ok,ok
back,trace42.csv,707.52,1420,divider sidecar (R0=992 ohm),,1,0,,66.7,351.9084,350.99,0.26,,,,,,0.9015,468.94,7.32,0.9855,ok,only 33 % of points lie on a branch wide enough to fit
back,trace43.csv,710.16,1422,divider sidecar (R0=992 ohm),,0,0,,100.0,351.791,351.0,0.22,,,,,,,119.51,4.95,0.9533,ok,"map is clusters, not a curve (no branch spans 0.10 V with 10 points)"
back,trace44.csv,713.3,1411,divider sidecar (R0=992 ohm),,1,1410,0.3,0.0,354.3099,358.0,-1.04,0.43457,1226.51,72.93,64.8,33.44,0.9991,528.37,16.71,0.9441,ok,ok
back,trace45.csv,717.02,1412,divider sidecar (R0=992 ohm),,1,1411,0.3,0.0,354.1999,357.99,-1.07,0.37003,1044.68,79.03,77.71,14.35,0.9992,462.06,23.36,0.9206,ok,ok
back,trace46.csv,721.07,1412,divider sidecar (R0=992 ohm),,1,1411,2.5,0.0,353.9957,358.0,-1.13,0.02127,60.07,122.89,120.97,21.61,0.9993,278.47,36.12,0.8952,ok,ok
back,trace47.csv,724.07,1412,divider sidecar (R0=992 ohm),,1,1411,0.5,0.0,353.9943,357.0,-0.85,0.32314,912.83,96.37,74.46,61.17,0.9993,395.08,4.37,0.8375,ok,ok
back,trace48.csv,726.91,1413,divider sidecar (R0=992 ohm),,1,1412,0.4,0.0,353.7833,356.0,-0.63,0.35469,1002.56,63.07,60.34,18.35,0.9992,351.35,5.58,0.7885,ok,ok
back,trace49.csv,731.04,1416,divider sidecar (R0=992 ohm),,2,1415,0.3,0.0,353.1194,356.0,-0.82,0.24311,688.46,78.65,71.31,33.16,0.9974,215.68,1.42,0.5807,ok,ok
back,trace50.csv,732.15,1416,divider sidecar (R0=992 ohm),,2,1415,0.0,0.0,353.0141,355.01,-0.57,0.24037,680.91,64.21,61.81,17.38,0.9973,174.71,6.16,0.4992,ok,ok
back,trace51.csv,733.71,1417,divider sidecar (R0=992 ohm),,2,1416,1.1,0.0,352.8644,355.0,-0.61,0.03775,106.98,86.89,85.56,15.18,0.9975,116.15,14.81,0.4185,ok,ok
back,trace52.csv,733.98,1418,divider sidecar (R0=992 ohm),,2,1417,2.0,0.0,352.7248,355.0,-0.65,0.03431,97.27,110.16,88.78,65.22,0.997,104.7,13.31,0.3435,ok,ok
back,trace53.csv,734.71,1418,divider sidecar (R0=992 ohm),,2,1417,0.8,0.0,352.4855,355.0,-0.71,0.15583,442.09,86.81,74.37,44.78,0.9961,121.02,6.38,0.3267,ok,ok
back,trace54.csv,737.09,1420,divider sidecar (R0=992 ohm),,2,1419,0.1,0.0,352.1543,353.0,-0.24,0.15548,441.5,57.73,56.73,10.67,0.994,58.59,3.3,0.0983,ok,ok
back,trace55.csv,738.43,1420,divider sidecar (R0=992 ohm),,1,0,,75.0,352.086,355.0,-0.83,,,,,,0.8525,-12.62,1.13,0.0101,ok,only 25 % of points lie on a branch wide enough to fit
back,trace56.csv,740.01,1420,divider sidecar (R0=992 ohm),,0,0,,100.0,351.9211,353.01,-0.31,,,,,,,-17.52,3.76,0.0506,ok,"map is clusters, not a curve (no branch spans 0.10 V with 10 points)"
back,trace57.csv,741.14,1422,divider sidecar (R0=992 ohm),,0,0,,,351.7727,354.0,-0.63,,,,,,,-29.82,1.15,0.1877,ok,map spans only 29 quantisation steps of 24 mV (under --min-steps)
back,trace58.csv,742.41,1422,divider sidecar (R0=992 ohm),,0,0,,,351.6319,350.0,0.46,,,,,,,-38.79,2.27,0.2872,ok,map spans only 29 quantisation steps of 24 mV (under --min-steps)
back,trace59.csv,744.74,1422,divider sidecar (R0=992 ohm),,0,0,,,351.4279,355.99,-1.3,,,,,,,-62.8,3.7,0.3314,ok,map spans only 26 quantisation steps of 24 mV (under --min-steps)
back,trace60.csv,747.15,1424,divider sidecar (R0=992 ohm),,0,0,,,351.2242,349.01,0.63,,,,,,,70.5,2.27,0.7432,ok,map spans only 23 quantisation steps of 24 mV (under --min-steps)
back,trace61.csv,749.68,570,divider sidecar (R0=992 ohm),,0,0,,,351.0882,356.4,-1.51,,,,,,,43.19,1.36,0.7393,ok,map spans only 21 quantisation steps of 24 mV (under --min-steps)
back,trace62.csv,751.47,570,divider sidecar (R0=992 ohm),,0,0,,,350.9624,355.59,-1.32,,,,,,,36.18,3.8,0.7807,ok,map spans only 20 quantisation steps of 24 mV (under --min-steps)
back,trace63.csv,756.1,570,divider sidecar (R0=992 ohm),,0,0,,,350.6973,347.6,0.88,,,,,,,-4.8,5.44,0.063,ok,map spans only 17 quantisation steps of 24 mV (under --min-steps)
back,trace64.csv,763.87,571,divider sidecar (R0=992 ohm),,0,0,,,350.3438,350.0,0.1,,,,,,,-57.24,4.2,0.4893,ok,map spans only 10 quantisation steps of 24 mV (under --min-steps)
back,trace65.csv,765.42,571,divider sidecar (R0=992 ohm),,0,0,,,350.2274,350.4,-0.05,,,,,,,-113.04,1.78,0.5411,ok,map spans only 7 quantisation steps of 24 mV (under --min-steps)
back,trace66.csv,767.92,571,divider sidecar (R0=992 ohm),,0,0,,,350.0933,350.01,0.02,,,,,,,-239.46,12.26,0.5869,ok,map spread 0.025 V below --min-spread
back,trace67.csv,768.27,571,divider sidecar (R0=992 ohm),,0,0,,,350.1221,350.01,0.03,,,,,,,-214.07,20.04,0.5748,ok,map spread 0.023 V below --min-spread
back,trace68.csv,778.35,574,divider sidecar (R0=992 ohm),,0,0,,,348.7714,348.8,-0.01,,,,,,,-34.73,3.57,0.5395,ok,map spread 0.013 V below --min-spread
back,trace69.csv,805.67,578,divider sidecar (R0=992 ohm),,0,0,,,345.8711,345.99,-0.03,,,,,,,-1.23,1.16,0.0065,ok,map spread 0.018 V below --min-spread
back,trace70.csv,824.73,582,divider sidecar (R0=992 ohm),,0,0,,,343.3652,343.21,0.05,,,,,,,1.18,1.48,0.0035,ok,map spread 0.014 V below --min-spread
back,trace71.csv,849.06,592,divider sidecar (R0=992 ohm),,0,0,,,337.7455,337.99,-0.07,,,,,,,9.87,1.1,0.1762,ok,map spread 0.058 V below --min-spread
back,trace72.csv,863.53,601,divider sidecar (R0=992 ohm),,0,0,,,332.902,332.8,0.03,,,,,,,3.52,2.92,0.0102,ok,map spread 0.037 V below --min-spread
back,trace73.csv,873.46,608,divider sidecar (R0=992 ohm),,0,0,,,329.0135,328.8,0.06,,,,,,,1.33,1.67,0.0005,ok,map spread 0.013 V below --min-spread
back,trace74.csv,900.62,611,divider sidecar (R0=992 ohm),,0,0,,,327.2721,327.2,0.02,,,,,,,-9.28,3.46,0.0153,ok,map spread 0.008 V below --min-spread
